DataCode,Data01,Jess
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4400,5/560,CE-E
4400,7.83+3.06+1.72,CE-E
4400,17-12.6,CE-E
4400,17-12.6,CE-E
4400,4.4/560,CE-E
4400,1.72/.007,CE-E
4000,r3,CE-E
4000,r3,CE-E
4400,3.06/.007,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4400,6.92+1.02+1.83,CE-E
4400,12-9.77,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4400,18/820,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r3,CE-E
4400,820*4,CE-E
4400,820*4,CE-E
4400,18/3280,CE-E
4400,18/3280,CE-E
4400,820*3,CE-E
4400,820*3,CE-E
4400,18/3280,CE-E
4400,820*4,CE-E
4400,820+820+820,CE-E
4400,820*4,CE-E
4400,820*4,CE-E
4400,820*3,CE-E
4400,18/2460,CE-E
4400,820*3,CE-E
4400,18/2460,CE-E
4400,180/3280,CE-E
4400,4.5*.055,CE-E
4400,180/3280,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4400,4.5*.055,CE-E
4400,820*4,CE-E
4400,18/3280,CE-E
4400,18/3280,CE-E
4400,4.5*.055,CE-E
4000,r2,CE-E
4000,r2,CE-E
4400,18/3280,CE-E
4400,18/5.48,CE-E
4400,18/.055,CE-E
4000,r2,CE-E
4000,r2,CE-E
4400,4.5/.0055,CE-E
4400,4.5/.00548,CE-E
4400,18/.005,CE-E
4400,18/.0055,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4400,820+680+680+680,CE-E
4400,4.5*4,CE-E
4000,r2,CE-E
4000,r2,CE-E
4400,18/2860,CE-E
4400,820*3,CE-E
4400,4.5/.00629,CE-E
4400,18/2460,CE-E
4400,18/820,CE-E
4400,4.5*.22,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4400,820*3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4400,4.5*.022,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4400,.022*18,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4400,18/820,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4400,3820,CE-E
4400,820*1.05,CE-E
4400,18/3820,CE-E
4400,0.004712041884816754*4.5,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4400,4.5*4,CE-E
4400,4.5/820,CE-E
4400,4.5/820,CE-E
4400,4.5/.005,CE-E
4400,4.5/.0055,CE-E
4400,1000/.00548,CE-E
4400,4.5/.0054,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4400,2.91+1.16+.43,CE-E
4400,8-4.5,CE-E
4000,r2,CE-E
4000,r2,CE-E
4400,1.16+2.91+.43,CE-E
4400,3.5/820,CE-E
4400,4.5/820,CE-E
4400,2.91*.0043,CE-E
4400,0.00548780487804878*1.16,CE-E
4000,r3,CE-E
4400,.43/.0042,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r1,CE-E
4400,1.16/.0043,CE-E
4400,2.91/.0042,CE-E
4400,4.5/.00548,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4400,1.16/.0043,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4400,1.03+1.55+8.59,CE-E
4400,4.62/4.62+4.62,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r3,CE-E
4400,4.25*5.624,CE-E
4400,4.25*4,CE-E
4400,4.25*4,CE-E
4400,17-11.17,CE-E
4000,r1,CE-E
4000,r1,CE-E
4400,8.59+1.03+1.55,CE-E
4400,1.03+8.59+1.55,CE-E
4400,17-11.17,CE-E
4400,17-11.17,CE-E
4400,583+820,CE-E
4400,5.83/820,CE-E
4400,5.83+1.55+1.03+8.59,CE-E
4400,8.59/.007,CE-E
4400,1.03+8.59+1.55,CE-E
4400,1.55/.007,CE-E
4400,17-11.17,CE-E
4000,r2,CE-E
4000,r2,CE-E
4400,1.03/.007,CE-E
4400,5.83/680,CE-E
4400,17/3.8,CE-E
4000,r3,CE-E
4400,8.59/.007,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4400,5.83/820,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4400,1.03/.00583,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r3,CE-E
4400,1.55*.007,CE-E
4400,1.55/.007,CE-E
4400,8.59/.00583,CE-E
4400,8,CE-E
4400,8.59/.007,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4400,5.59/.00583,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4400,1.55/.00583,CE-E
4000,r2,CE-E
4000,r2,CE-E
4400,5.83/680,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4400,8.59/5.87,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4400,5.83/680,CE-E
4400,1.03/.00583,CE-E
4400,1.55/8.57,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4400,1.03/5.83,CE-E
4400,11.17/.00583,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4400,1.55/8.57,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4400,1.03/8.57,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4400,8.59/8.57,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r1,CE-E
4400,4.21+.51+.42,CE-E
4400,8-5.14,CE-E
4400,4.21+.51+.42,CE-E
4400,8-5.14,CE-E
4400,4.21+.51+.42,CE-E
4400,8-5.14,CE-E
4400,2.86/3.39,CE-E
4400,8*3.39,CE-E
4400,8/3.39,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4400,4.21/491,CE-E
4000,r2,CE-E
4400,4.21/.005,CE-E
4000,r2,CE-E
4400,.51/4.91,CE-E
4400,2.86/4.91,CE-E
4400,2.86/.00491,CE-E
4400,2.86/.00491,CE-E
4400,2.86/.005,CE-E
4400,4.21/4.91,CE-E
4400,.51+.42+4.21,CE-E
4400,8-5.41,CE-E
4400,8-5.83,CE-E
4400,2.86/.0038,CE-E
4400,4.21+.51+.42,CE-E
4400,8-5.14,CE-E
4400,2.86/4.91,CE-E
4400,8/.00491,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4400,2.86/4.91,CE-E
4400,4.21/4.91,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r2,CE-E
4400,4.21/8,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r2,CE-E
4400,.42/8,CE-E
4000,r3,CE-E
4000,r3,CE-E
4400,.51/8,CE-E
4000,r1,CE-E
4000,r1,CE-E
4400,4.21/8,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4400,2.86/8,CE-E
4400,2.86/8,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4400,4.21/1000,CE-E
4400,4.21/1000,CE-E
4400,8*4.21,CE-E
4400,2.86/4.21,CE-E
4400,2.86/4.21,CE-E
4400,4+4,CE-E
4000,r2,CE-E
4000,r2,CE-E
4400,220/11,CE-E
4400,220/11,CE-E
4400,2/180,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4400,3/130,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4400,8/180,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4400,8/180,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4400,12/270,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4400,0.044444444444444446*180,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4400,3.8/.04,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4400,12/270,CE-E
4400,.04*3.8,CE-E
4400,3.8*.04,CE-E
4400,.04*3.8,CE-E
4400,3.8/.04,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r1,CE-E
4400,.81/.04,CE-E
4400,5.8/.04,CE-E
4400,5.56+3.8+.81,CE-E
4400,10.17-12,CE-E
4400,1.83/270,CE-E
4400,3.8/6.7,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4400,.81/6.7,CE-E
4400,5.56/6.7,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r3,CE-E
4400,17-2.83-7.04-5.84,CE-E
4400,1.29/150,CE-E
4400,2.83/8.6,CE-E
4000,r2,CE-E
4000,r2,CE-E
4400,5.84/8.6,CE-E
4400,7.04/8.6,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4400,5.84/8.6,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4400,2.83/8.6,CE-E
4000,r1,CE-E
4000,r1,CE-E
4400,7.04/8.6,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4400,17-9.34-2.05-3.08,CE-E
4400,17+2.53,CE-E
4400,17*17,CE-E
4400,289*2.53,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4400,2.53/4,CE-E
4400,2.53/2,CE-E
4400,9.83/2,CE-E
4400,9.83/2,CE-E
4400,2.05/2,CE-E
4400,3.08/2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r3,CE-E
4400,17-3.08+2.05+9.83,CE-E
4000,r2,CE-E
4000,r2,CE-E
4400,2.53/2,CE-E
4000,r1,CE-E
4000,r1,CE-E
4400,2.53/2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4400,3.08/3,CE-E
4400,2.05/3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r1,CE-E
4400,2.53/3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4400,2.05/4,CE-E
4000,r2,CE-E
4000,r2,CE-E
4400,3.08/4,CE-E
4400,2.53/4,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4400,3.08/4,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4400,3.08/5,CE-E
4400,2.05/5,CE-E
4000,r3,CE-E
4000,r3,CE-E
4400,2.05/5,CE-E
4400,3.08/560,CE-E
4400,2.05/5.5,CE-E
4400,2.05/5.5,CE-E
4000,r2,CE-E
4000,r2,CE-E
4400,9.34/5.5,CE-E
4000,r1,CE-E
4000,r1,CE-E
4400,2.53/5.5,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4400,1/1000,CE-E
4400,3.25+2.07,CE-E
4000,r1,CE-E
4400,13-5.32,CE-E
4000,r1,CE-E
4400,13/1000,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4400,13/1000,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4400,3.25*4,CE-E
4400,55+62,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4400,2.42/470,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4400,3-Jun,CE-E
4400,89+9,CE-E
4400,5-May,CE-E
4400,2-Feb,CE-E
4400,6-Apr,CE-E
4400,6-May,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4400,6-1.5,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r3,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r2,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
4000,r1,CE-E
