,Unnamed: 0,Text,Label,LabelCategory,Category
3229,41465,so i think we need to keep our resistance at one point and calculate the current,CP-S,CP-S,10
3230,41466,everyone set to 820 ohms,CP-S,CP-S,10
3231,41467,everyone got to 1k,CP-S,CP-S,10
3232,41468,everyone stay at 1k,CP-S,CP-S,10
3233,41469,ok so everyone vhange it to 820,CP-S,CP-S,10
3234,41470,lets all start at 1k resisitor,CP-S,CP-S,10
3235,41471,then we add all of those to find r0,CP-S,CP-S,10
3236,41472,lets try 180 150 120 tim go 180 chris go 150 ill go 120,CP-S,CP-S,10
3237,41473,do 180 and try it,CP-S,CP-S,10
3238,41474,i got 300 so lets try 330,CP-S,CP-S,10
3239,41475,can everyone change their resistor to 1k real fast,CP-S,CP-S,10
3240,41476,one person needs to change theres around util they get their v,CP-S,CP-S,10
3241,41477,then the next person will go,CP-S,CP-S,10
3242,41478,everyone type 15 volts,CP-S,CP-S,10
3243,41479,type 15 at bottom,CP-S,CP-S,10
3244,41480,ok we are adjusting,CP-S,CP-S,10
3245,41481,"every one get a fixed resistor, and one person can change his resistor to get a fixed voltage",CP-S,CP-S,10
3246,41482,can someone change their resistor value,CP-S,CP-S,10
3247,41483,math time,CP-S,CP-S,10
3248,41484,lets try it,CP-S,CP-S,10
3249,41485,somebody change somthing,CP-S,CP-S,10
3250,41486,or any of you change resistance,CP-S,CP-S,10
3251,41487,put 12 in unknown,CP-S,CP-S,10
3252,41488,okay so let's make all of ours 820 ohms,CP-S,CP-S,10
3253,41489,try going down a value,CP-S,CP-S,10
3254,41490,some one bump theirs up one,CP-S,CP-S,10
3255,41491,So someone bump theirs down one resistor,CP-S,CP-S,10
3256,41492,Other way,CP-S,CP-S,10
3257,41493,everybody change it to 220,CP-S,CP-S,10
3258,41494,Everyone try 560,CP-S,CP-S,10
3259,41495,Someone bump theirs up one,CP-S,CP-S,10
3260,41496,use our goal voltage divide it,CP-S,CP-S,10
3261,41497,divide your voltage by the current,CP-S,CP-S,10
3262,41498,Take your resistor value and the voltage on the red thing and calculate the current,CP-S,CP-S,10
3263,41499,hold on everyone switch the multimeter to the amp side for 200MU,CP-S,CP-S,10
3264,41500,try this,CP-S,CP-S,10
3265,41501,Go up real quick,CP-S,CP-S,10
3266,41502,it is ok try 270,CP-S,CP-S,10
3267,41503,alright someone go down now,CP-S,CP-S,10
3268,41504,other way other way,CP-S,CP-S,10
3269,41505,alright go up one again,CP-S,CP-S,10
3270,41506,other way other way,CP-S,CP-S,10
3271,41507,every one check the 20m setting first,CP-S,CP-S,10
3272,41508,every one make there resistance 390,CP-S,CP-S,10
3273,41509,now check the amps,CP-S,CP-S,10
3274,41510,then just plus voltage together,CP-S,CP-S,10
3275,41511,go back to 390 and everyone check ther voltage,CP-S,CP-S,10
3276,41512,then we'll sum all our V's together,CP-S,CP-S,10
3277,41513,ok add them up,CP-S,CP-S,10
3278,41514,just take your goal V and divide by .007805,CP-S,CP-S,10
3279,41515,let's measure the current I and find V,CP-S,CP-S,10
3280,41516,check amps again,CP-S,CP-S,10
3281,41517,"nvm, do 1k and we'll see",CP-S,CP-S,10
3282,41518,"ok, so now like before, solve v+ir for goal",CP-S,CP-S,10
3283,41519,ok so lets try that with ohms law then,CP-S,CP-S,10
3284,41520,So we should use the current coming out of R0,CP-S,CP-S,10
3285,41521,lets work from there then same as before,CP-S,CP-S,10
3286,41522,set all same ohms,CP-S,CP-S,10
3287,41523,and we distributer around until we get our values,CP-S,CP-S,10
3288,41524,so we need to increase our voltage drop total by 2.4 V,CP-S,CP-S,10
3289,41525,someone bump up their resisotr one notch,CP-S,CP-S,10
3290,41526,we have 3.09 total voltage we have to go down by .09,CP-S,CP-S,10
3291,41527,we gotta go down,CP-S,CP-S,10
3292,41528,so someone else drop your resistor,CP-S,CP-S,10
3293,41529,"lets all go to 220, see what happens",CP-S,CP-S,10
3294,41530,so we need to calculate the voltage drop over each and use to calculate our invidual resistor value,CP-S,CP-S,10
3295,41531,so we have to go in order since what ever circuit 1 is will effect the later,CP-S,CP-S,10
3296,41532,we can use that to get a current and then adjust your value to hit that voltage,CP-S,CP-S,10
3297,41533,now we go to circuit 2,CP-S,CP-S,10
3298,41534,everyone set to 270,CP-S,CP-S,10
3299,41535,pick your resistance off of that,CP-S,CP-S,10
3300,41536,someone needs to enter the unknown value,CP-S,CP-S,10
3301,41537,everyone go to 100 ohms,CP-S,CP-S,10
3302,41538,set to maximum resistance,CP-S,CP-S,10
3303,41539,try 1M,CP-S,CP-S,10
3304,41540,"if we all have the same r we should be good (16/4=4), so set em to 150",CP-S,CP-S,10
3305,41541,set it to 150,CP-S,CP-S,10
3306,41542,you can guess and check from there but r1 needs to go first,CP-S,CP-S,10
3307,41543,then r2,CP-S,CP-S,10
3308,41544,"we cant set our r to 0, so just pick 10",CP-S,CP-S,10
3309,41545,so just trial and error and then ill do mine then 3,CP-S,CP-S,10
3310,41546,so we just do some proportion stuff then,CP-S,CP-S,10
3311,41547,maybe just do v across yours to be the thing you need,CP-S,CP-S,10
3312,41548,everyone switch to 450 ohm,CP-S,CP-S,10
3313,41549,sdo we add our resistance,CP-S,CP-S,10
3314,41550,so everyone go to 1000 ohm,CP-S,CP-S,10
3315,41551,increase by one level,CP-S,CP-S,10
3316,41552,now just adjust the resistor until you get 4,CP-S,CP-S,10
3317,41553,so circut 2 adjust the resistor till you get 4 on the multimeter and then circut 3 adjust till you get 4 on the multimeter i think,CP-S,CP-S,10
3318,41554,try a greater resistor,CP-S,CP-S,10
3319,41555,okay try the 680,CP-S,CP-S,10
3320,41556,play around with it and see if you can get to something close to 4,CP-S,CP-S,10
3321,41557,okay now someone else change theirs,CP-S,CP-S,10
3322,41558,let's try to find ones below 1k,CP-S,CP-S,10
3323,41559,okay lets all go to 680 ohms,CP-S,CP-S,10
3324,41560,so we need to go up,CP-S,CP-S,10
3325,41561,everyone go up 1 and ill go down one,CP-S,CP-S,10
3326,41562,"maybe were too close together? ill go down 4, pliers go up 4",CP-S,CP-S,10
3327,41563,let's both go down 1,CP-S,CP-S,10
3328,41564,drop it to 100,CP-S,CP-S,10
3329,41565,Ok lets try this,CP-S,CP-S,10
3330,41566,so maybe yall try 280,CP-S,CP-S,10
3331,41567,reduce ur resistors,CP-S,CP-S,10
3332,41568,just press anything guys,CP-S,CP-S,10
3333,41569,plug the cable back in,CP-S,CP-S,10
3334,41570,keep the resister as 560,CP-S,CP-S,10
3335,41571,or make it 680,CP-S,CP-S,10
3336,41572,register as 680,CP-S,CP-S,10
3337,41573,everybody keep the first one,CP-S,CP-S,10
3338,41574,okay lets go then,CP-S,CP-S,10
3339,41575,now lets try little higher,CP-S,CP-S,10
3340,41576,1K is perfect,CP-S,CP-S,10
3341,41577,lets use that,CP-S,CP-S,10
3342,41578,lets go for 680k ohms,CP-S,CP-S,10
3343,41579,"i know, try 100k",CP-S,CP-S,10
3344,41580,use 18k,CP-S,CP-S,10
3345,41581,DO THAT,CP-S,CP-S,10
3346,41582,flip the red and black cable the negative sign will disappear,CP-S,CP-S,10
3347,41583,33K FAST,CP-S,CP-S,10
3348,41584,GOO,CP-S,CP-S,10
3349,41585,i think we should reduce,CP-S,CP-S,10
3350,41586,To change the resistance click on the resistor thing,CP-S,CP-S,10
3351,41587,"Okay, so we gotta do some math",CP-S,CP-S,10
3352,41588,So let's calculate the voltage of R0 real quick,CP-S,CP-S,10
3353,41589,Everybody set your resistance to 10,CP-S,CP-S,10
3354,41590,Wait no yeah put it on 10,CP-S,CP-S,10
3355,41591,Everybody set your resistance to like 100,CP-S,CP-S,10
3356,41592,Try 82,CP-S,CP-S,10
3357,41593,"Okay, let's try putting it on step higher",CP-S,CP-S,10
3358,41594,See how it changes,CP-S,CP-S,10
3359,41595,Okay so we gotta take it up even higher,CP-S,CP-S,10
3360,41596,Try 220,CP-S,CP-S,10
3361,41597,One step higher,CP-S,CP-S,10
3362,41598,One step higher I guess,CP-S,CP-S,10
3363,41599,"Okay, back to math",CP-S,CP-S,10
3364,41600,Good old ohms law,CP-S,CP-S,10
3365,41601,ya lets get all our info together,CP-S,CP-S,10
3366,41602,Increase the resistance up a notch,CP-S,CP-S,10
3367,41603,can we all put it on 120,CP-S,CP-S,10
3368,41604,"Idk though, worth a shot",CP-S,CP-S,10
3369,41605,Everybody divide your goal by .0080833333333,CP-S,CP-S,10
3370,41606,Everyone recheck their math,CP-S,CP-S,10
3371,41607,Each resistor affects the others so do we need to coordinate and pick ones at the same time,CP-S,CP-S,10
3372,41608,try 560 all,CP-S,CP-S,10
3373,41609,just unhook the battery and probe it,CP-S,CP-S,10
3374,41610,unhook the green wires and connect the red to the left and the black to the right and that will give you the vale,CP-S,CP-S,10
3375,41611,then hook it back up,CP-S,CP-S,10
3376,41612,try 154.1,CP-S,CP-S,10
3377,41613,double click on it,CP-S,CP-S,10
3378,41614,switch red and blue around,CP-S,CP-S,10
3379,41615,change ohms to 390,CP-S,CP-S,10
3380,41616,calculate it,CP-S,CP-S,10
3381,41617,so get a current measurement,CP-S,CP-S,10
3382,41618,then solve,CP-S,CP-S,10
3383,41619,then divide what ever volts you need by .075,CP-S,CP-S,10
3384,41620,go to DCV 20,CP-S,CP-S,10
3385,41621,click on 22 ohms for resistor,CP-S,CP-S,10
3386,41622,divide your goal by .075,CP-S,CP-S,10
3387,41623,so you guys need to change yours,CP-S,CP-S,10
3388,41624,ok so you guys go down a bit now,CP-S,CP-S,10
3389,41625,go back,CP-S,CP-S,10
3390,41626,or up,CP-S,CP-S,10
3391,41627,down 1,CP-S,CP-S,10
3392,41628,go back,CP-S,CP-S,10
3393,41629,ok go,CP-S,CP-S,10
3394,41630,up one more everyone,CP-S,CP-S,10
3395,41631,just click the green wire and put one of the thingys on it,CP-S,CP-S,10
3396,41632,click green wire and put black thing on it,CP-S,CP-S,10
3397,41633,imput in the thing below Chat,CP-S,CP-S,10
3398,41634,so green move down,CP-S,CP-S,10
3399,41635,go back up,CP-S,CP-S,10
3400,41636,go up again,CP-S,CP-S,10
3401,41637,go again,CP-S,CP-S,10
3402,41638,go up again,CP-S,CP-S,10
3403,41639,blue go up one,CP-S,CP-S,10
3404,41640,ok set your resistors to that,CP-S,CP-S,10
3405,41641,everyone do their V=IR. cause V=IR(1) V=IR(2) and V=IR(3),CP-S,CP-S,10
3406,41642,everybody change your risistors to 220,CP-S,CP-S,10
3407,41643,we'll get close again and then play with it,CP-S,CP-S,10
3408,41644,and then each of us will go up 1 and down one.,CP-S,CP-S,10
3409,41645,both of you set your resistor to the same ohms its says at the top,CP-S,CP-S,10
3410,41646,stop where we are right now and say what you have your resistor set as,CP-S,CP-S,10
3411,41647,"Hold up, I'm gonna try to get mine close to it, then the second circuit can go, then the third and we can see if it averages out",CP-S,CP-S,10
3412,41648,so the third person should go and see if they can get it back up to 2.25,CP-S,CP-S,10
3413,41649,everyone go to 390 if that doesnt work go back to how we are now,CP-S,CP-S,10
3414,41650,say before you do partner,CP-S,CP-S,10
3415,41651,Someone else try going up one,CP-S,CP-S,10
3416,41652,someone try 390 470 and 560,CP-S,CP-S,10
3417,41653,Okay try going down another,CP-S,CP-S,10
3418,41654,lets all use 1k ohm resistor and we can just trial and error from there,CP-S,CP-S,10
3419,41655,hook your wires up and turn your meter one space to the right,CP-S,CP-S,10
3420,41656,turn your dials to acv 200 and try and make the number reach 4.0,CP-S,CP-S,10
3421,41657,lets try all making them the same,CP-S,CP-S,10
3422,41658,start at 220,CP-S,CP-S,10
3423,41659,so lets set r1 and r2 the same,CP-S,CP-S,10
3424,41660,and have r3 trial it,CP-S,CP-S,10
3425,41661,lets go to the next one,CP-S,CP-S,10
3426,41662,lets us check well,CP-S,CP-S,10
3427,41663,both of you go to 1000,CP-S,CP-S,10
3428,41664,we all gotta do 330/3,CP-S,CP-S,10
3429,41665,everyone do 100 ohm,CP-S,CP-S,10
3430,41666,Lets make circuits 1-3 and equivalent then voltage divide out to find each resistance,CP-S,CP-S,10
3431,41667,I think we need to use current to solve this. Mine is 18.6 amps,CP-S,CP-S,10
3432,41668,then we can change the resistors to get 2 volts,CP-S,CP-S,10
3433,41669,erry one finna try 560,CP-S,CP-S,10
3434,41670,alright lets do it,CP-S,CP-S,10
3435,41671,Try 39,CP-S,CP-S,10
3436,41672,Try 100 everyone,CP-S,CP-S,10
3437,41673,we can just guess timate until we get because all our resistances have to be equal,CP-S,CP-S,10
3438,41674,Try 330,CP-S,CP-S,10
3439,41675,If one person wants to go ahead and do the math and than tell us what to set our resistances to that might work,CP-S,CP-S,10
3440,41676,Try r1 = 64,CP-S,CP-S,10
3441,41677,so should we total all our voltages and then set that for E,CP-S,CP-S,10
3442,41678,everyine set their voltage to 100 ohms,CP-S,CP-S,10
3443,41679,try it out,CP-S,CP-S,10
3444,41680,"ok, everyone set resistance to 100",CP-S,CP-S,10
3445,41681,"try it, no idea if that will work",CP-S,CP-S,10
3446,41682,Everybody set your resistance to 100 ohms. Now whats your V?,CP-S,CP-S,10
3447,41683,you dont. you change the value of your resistor,CP-S,CP-S,10
3448,41684,we have to change the values of our resistors to get to the goal voltage,CP-S,CP-S,10
3449,41685,go back to what you originally had,CP-S,CP-S,10
3450,41686,we can take all our resistances and do a proportion of the total voltage to find E I think,CP-S,CP-S,10
3451,41687,"if you take out one end of the green leads, and connect in series and then switch the meter to measure current",CP-S,CP-S,10
3452,41688,dont change your r and everyone tell me your v value,CP-S,CP-S,10
3453,41689,put your resistors back for a sec,CP-S,CP-S,10
3454,41690,enter in the voltage across the bottom,CP-S,CP-S,10
3455,41691,V=IR chop chop,CP-S,CP-S,10
3456,41692,alright so I guess we have to find the current through R0 first,CP-S,CP-S,10
3457,41693,i think you pull out the first lead from the circuit and connect the meter into that break,CP-S,CP-S,10
3458,41694,you have to lift up one end of the wire and one end of the resistor and put the leads between there,CP-S,CP-S,10
3459,41695,I think you need to lower the resistance on yours,CP-S,CP-S,10
3460,41696,or...we could avoid the math and put all our resistors at the same R and just check the V each time,CP-S,CP-S,10
3461,41697,just start guessing every value of E,CP-S,CP-S,10
3462,41698,"we should all just start at 100 and see what we get, move on from there",CP-S,CP-S,10
3463,41699,so if you need less than that go down,CP-S,CP-S,10
3464,41700,E = IR and we can use our measured values of E and our resistance to determine I which is constant throughout and then use that and R0 to get E,CP-S,CP-S,10
3465,41701,lets just all start at 120 and go from there again,CP-S,CP-S,10
3466,41702,I think wee were supposed to do that first,CP-S,CP-S,10
3467,41703,mess around til we get it i guess,CP-S,CP-S,10
3468,41704,so we use E and R0 to find R1 R2 and R3,CP-S,CP-S,10
3469,41705,everyone hit resistance 270 and see what happens,CP-S,CP-S,10
3470,41706,so we need to go up,CP-S,CP-S,10
3471,41707,everyone hit 330 because i think thats the next one,CP-S,CP-S,10
3472,41708,everyone try 220,CP-S,CP-S,10
3473,41709,try 270,CP-S,CP-S,10
3474,41710,so we need math,CP-S,CP-S,10
3475,41711,everyone try that. Divide your V by .028 and put in the closest value,CP-S,CP-S,10
3476,41712,try using I as .0106,CP-S,CP-S,10
3477,41713,everyone divide your voltage by .010638 and put whats close.,CP-S,CP-S,10
3478,41714,Someone else needs to change their resistance,CP-S,CP-S,10
3479,41715,lower,CP-S,CP-S,10
3480,41716,someone go a little higher,CP-S,CP-S,10
3481,41717,someone needs to dial it down one notch,CP-S,CP-S,10
3482,41718,someone go up a resistance level,CP-S,CP-S,10
3483,41719,go up,CP-S,CP-S,10
3484,41720,someone else go down,CP-S,CP-S,10
3485,41721,i'm at 180 someone else has to go up,CP-S,CP-S,10
3486,41722,try 220,CP-S,CP-S,10
3487,41723,someone try going down a notch,CP-S,CP-S,10
3488,41724,try going 330,CP-S,CP-S,10
3489,41725,you have to use the meter and its measured in amps,CP-S,CP-S,10
3490,41726,put it on the one that says 10A,CP-S,CP-S,10
3491,41727,click on the resistance and a drop down menu will show some resistances,CP-S,CP-S,10
3492,41728,Try 390,CP-S,CP-S,10
3493,41729,we might just have to go through as a group and each choose the same and go through until we get 3,CP-S,CP-S,10
3494,41730,just trial and error,CP-S,CP-S,10
3495,41731,try 270,CP-S,CP-S,10
3496,41732,I think we have to figure out the total R to get the 3 volts and then mix and match until we get the R,CP-S,CP-S,10
3497,41733,dial should be set to 20 DC,CP-S,CP-S,10
3498,41734,okay let me get to near 2.5 and then you will probably have to go up a few clicks,CP-S,CP-S,10
3499,41735,bump yours up again then,CP-S,CP-S,10
3500,41736,do what we did before,CP-S,CP-S,10
3501,41737,let's try this again,CP-S,CP-S,10
3502,41738,someone try going up see if that works,CP-S,CP-S,10
3503,41739,You two try changing yours now,CP-S,CP-S,10
3504,41740,everyone drop to 10 ohms,CP-S,CP-S,10
3505,41741,put in a random number for E,CP-S,CP-S,10
3506,41742,Everyone calculate their Voltage first,CP-S,CP-S,10
3507,41743,Just put the red probe on the left and the black probe on the right of your resistor,CP-S,CP-S,10
3508,41744,That is step 1,CP-S,CP-S,10
3509,41745,"Ok, what we do now is subtract all of our Voltage's from E in order to calculate V0",CP-S,CP-S,10
3510,41746,just set yalls to 330 and lets play around,CP-S,CP-S,10
3511,41747,Somebody go back,CP-S,CP-S,10
3512,41748,We all have to set our resistors to different settings to reach each of our goals,CP-S,CP-S,10
3513,41749,lets all just set it as low as possible on 10,CP-S,CP-S,10
3514,41750,then we can play w it,CP-S,CP-S,10
3515,41751,we all have to be on the same resistance and keep building until it reaches the goal,CP-S,CP-S,10
3516,41752,everyone set it on 100,CP-S,CP-S,10
3517,41753,GO,CP-S,CP-S,10
3518,41754,try 330,CP-S,CP-S,10
3519,41755,everyone try 390,CP-S,CP-S,10
3520,41756,now try 470,CP-S,CP-S,10
3521,41757,So everyone just start at 10 again lol,CP-S,CP-S,10
3522,41758,so yall wil just have to adjust accordingly,CP-S,CP-S,10
3523,41759,both of you guys lower it to 390 and tell me what it reads,CP-S,CP-S,10
3524,41760,raise it up a notch,CP-S,CP-S,10
3525,41761,We all have different goals this time so the only way i think we will be able to figure this one out is to at least attempt to do the math,CP-S,CP-S,10
3526,41762,switch your red and black thingys to get it positive,CP-S,CP-S,10
3527,41763,HERES THE PLAN,CP-S,CP-S,10
3528,41764,I think the first step is calculating total resistance,CP-S,CP-S,10
3529,41765,EVERYONE SET RESISTANCE TO 170,CP-S,CP-S,10
3530,41766,"Okay guys, let's try again",CP-S,CP-S,10
3531,41767,So do the highest possible divided by 4,CP-S,CP-S,10
3532,41768,Everyone just try to play around and make your thing read 170 A,CP-S,CP-S,10
3533,41769,Try 3.9,CP-S,CP-S,10
3534,41770,Everyone make it 2.7,CP-S,CP-S,10
3535,41771,tr 2.2,CP-S,CP-S,10
3536,41772,lets do 1,CP-S,CP-S,10
3537,41773,Everyone do 1 and see what that gives us,CP-S,CP-S,10
3538,41774,Lets do 560,CP-S,CP-S,10
3539,41775,Try 680,CP-S,CP-S,10
3540,41776,Start high and work our way down,CP-S,CP-S,10
3541,41777,"So this time, instead of saying a specific number to try next, say UP or DOWN",CP-S,CP-S,10
3542,41778,lets all put our resistance to 150 to being,CP-S,CP-S,10
3543,41779,UP,CP-S,CP-S,10
3544,41780,up,CP-S,CP-S,10
3545,41781,Okay. Lets try 1Kohm,CP-S,CP-S,10
3546,41782,"Ok, north lets just run it with us two",CP-S,CP-S,10
3547,41783,"Okay, lets do 680",CP-S,CP-S,10
3548,41784,UP,CP-S,CP-S,10
3549,41785,down,CP-S,CP-S,10
3550,41786,try 560,CP-S,CP-S,10
3551,41787,hmmmm maybe we need to use.....math);,CP-S,CP-S,10
3552,41788,if we add them all up I think we can calculate R0 and then get the current,CP-S,CP-S,10
3553,41789,put the red lead on the left side of the resistor and the black lead on the right,CP-S,CP-S,10
3554,41790,can you guys change the resistance,CP-S,CP-S,10
3555,41791,put all of them at 330,CP-S,CP-S,10
3556,41792,put the resistance at 18,CP-S,CP-S,10
3557,41793,set it to 82,CP-S,CP-S,10
3558,41794,try 47 as the resistance,CP-S,CP-S,10
3559,41795,lets just all try 120,CP-S,CP-S,10
3560,41796,then well go up in increments,CP-S,CP-S,10
3561,41797,go back to 120,CP-S,CP-S,10
3562,41798,try that,CP-S,CP-S,10
3563,41799,go 180,CP-S,CP-S,10
3564,41800,look for 3 numbers that add up to 205 and we can each select one,CP-S,CP-S,10
3565,41801,put it to 20,CP-S,CP-S,10
3566,41802,okay one of you guys needs to lower your resistance some,CP-S,CP-S,10
3567,41803,lets all try 560 ohms,CP-S,CP-S,10
3568,41804,lets try that,CP-S,CP-S,10
3569,41805,look at my board to see the current voltage,CP-S,CP-S,10
3570,41806,we need to find that R first by taking V/I,CP-S,CP-S,10
3571,41807,find I by using R0,CP-S,CP-S,10
3572,41808,you can find I buy using the multimeter,CP-S,CP-S,10
3573,41809,try 12,CP-S,CP-S,10
3574,41810,change it to 12 im pretty sure that is our answer but i could be wrong,CP-S,CP-S,10
3575,41811,change it to 120 i was off by a multiple of 10,CP-S,CP-S,10
3576,41812,i guess just move up to 150 to see if it works,CP-S,CP-S,10
3577,41813,red or green lock in a resistor value and let the other fiddle around utnill we get 2.75,CP-S,CP-S,10
3578,41814,Something lower,CP-S,CP-S,10
3579,41815,Or I guess higher now,CP-S,CP-S,10
3580,41816,someone go up like 10 ohms if you can,CP-S,CP-S,10
3581,41817,"Someone needs to go down, I'm at 3.2",CP-S,CP-S,10
3582,41818,everyone go too 330,CP-S,CP-S,10
3583,41819,go back to the same resistance you had,CP-S,CP-S,10
3584,41820,take your drop/0.012 and pick the closest resistance to that,CP-S,CP-S,10
3585,41821,So one of us just needs to make a slight adjustment...,CP-S,CP-S,10
3586,41822,ok then stay the same,CP-S,CP-S,10
3587,41823,click on the gray cylinder and change the resistance to 470,CP-S,CP-S,10
3588,41824,"right click on your resistor and change the value to 470 ohms, that should be able to do it",CP-S,CP-S,10
3589,41825,so multiply your resistance by 0.00599 to see if it matches your goal,CP-S,CP-S,10
3590,41826,everyone set yours to 100 ohms,CP-S,CP-S,10
3591,41827,then we will all have the same voltage drop across our resistors and can find E,CP-S,CP-S,10
3592,41828,Hook up your multimeter to either side of your resistor- it gives the voltage drop across that resistor,CP-S,CP-S,10
3593,41829,round up if you have to,CP-S,CP-S,10
3594,41830,again divide V by I to get R,CP-S,CP-S,10
3595,41831,take it at 330 again for a sec,CP-S,CP-S,10
3596,41832,keep stepping it up to increase your voltage,CP-S,CP-S,10
3597,41833,"yeah, its voltage. I think if we can guess and check our own voltages to be correct, we can find the current, then calculate what R0's voltage is and then add the voltages together.",CP-S,CP-S,10
3598,41834,change it to 220\,CP-S,CP-S,10
3599,41835,"680, 270, 560",CP-S,CP-S,10
3600,41836,we can tell eachother our current resistor values and voltage drops and we can combine that with R0 to find E,CP-S,CP-S,10
3601,41837,Everyone set to 220 ohms so the drop will al be the same and we can just add them,CP-S,CP-S,10
3602,41838,do the math first,CP-S,CP-S,10
3603,41839,try decreasing each of your values,CP-S,CP-S,10
3604,41844,take your goal voltage and divide it by that,CP-S,CP-S,10
3605,41845,I need you guys to change resistor values,CP-S,CP-S,10
3606,41846,since all of our resistance values affect one another we should have only one person change at a time,CP-S,CP-S,10
3607,41847,everyone put in 10 at the bottom and we should be goof to go,CP-S,CP-S,10
3608,41848,it is everyone just needs to put in 10 E at the bottom where it says unknown value I believe,CP-S,CP-S,10
3609,41849,Put 10V at the bottom,CP-S,CP-S,10
3610,41850,rememrebr your resistnace,CP-S,CP-S,10
3611,41851,try 33,CP-S,CP-S,10
3612,41852,try 47 ohm,CP-S,CP-S,10
3613,41853,getting me 1.98 lets all put that and try and click we got it,CP-S,CP-S,10
3614,41854,Try 15 ohm,CP-S,CP-S,10
3615,41855,everyone try 100 ohm for me right quick,CP-S,CP-S,10
3616,41856,try 100k,CP-S,CP-S,10
3617,41857,try 330 for me,CP-S,CP-S,10
3618,41858,Try 180,CP-S,CP-S,10
3619,41859,just spam answers into it,CP-S,CP-S,10
3620,41860,whoever doesn't have theirs,CP-S,CP-S,10
3621,41861,tinker a bit mine is real close,CP-S,CP-S,10
3622,41862,go up one,CP-S,CP-S,10
3623,41863,try 270,CP-S,CP-S,10
3624,41865,If it's at 7.2 for R0 it means the current is 7.2mA throughout the circuit,CRF-F,CRF-F,11
3625,41866,so my res is going to be the lowest of the 3,CRF-F,CRF-F,11
3626,41867,so since paper is lowest they need the highest resistance,CRF-F,CRF-F,11
3627,41868,given earliers fiddlings ive deduced that we can't go lower than 20 DCV,CRF-F,CRF-F,11
3628,41869,we just need to use the calcutor if we did.,CRF-F,CRF-F,11
3629,41870,ok so all resistors shoul dbe 390 ohms,CRF-F,CRF-F,11
3630,41871,same volatge across each if they are the same.,CRF-F,CRF-F,11
3631,41872,should give you your R value,CRF-F,CRF-F,11
3632,41873,i think e=7V,CRF-F,CRF-F,11
3633,41874,"If they're all 3V, split between 4 resistors, the resistances should all be the same as R0",CRF-F,CRF-F,11
3634,41875,I think we all have to enter it before we can continue,CRF-F,CRF-F,11
3635,41876,maybe we all need to be over 1k,CRF-F,CRF-F,11
3636,41877,maybe because our resistors are so high,CRF-F,CRF-F,11
3637,41878,I,CRF-F,CRF-F,11
3638,41879,I think we need a bigger distance between our resistors,CRF-F,CRF-F,11
3639,41880,"then 14V should be right, because R0 should be 3V.",CRF-F,CRF-F,11
3640,41881,i think it has to meet what it says your specific goal is,CRF-F,CRF-F,11
3641,41882,152.95 should be our total resistance,CRF-F,CRF-F,11
3642,41883,if total resistance is 153,CRF-F,CRF-F,11
3643,41884,then there would be 30 left,CRF-F,CRF-F,11
3644,41885,ok so if R = 150 then V = 0.73,CRF-F,CRF-F,11
3645,41886,if you set yours up right we can click on it and set ours up the same way,CRF-F,CRF-F,11
3646,41887,because if yours changes the others do,CRF-F,CRF-F,11
3647,41888,peach should have higher resistor i think,CRF-F,CRF-F,11
3648,41889,i think we can just make up a e total,CRF-F,CRF-F,11
3649,41890,and base our values off that,CRF-F,CRF-F,11
3650,41891,i think I is 0.0162,CRF-F,CRF-F,11
3651,41892,"ok, so to make 2.5 volts the total resistance should be about 154",CRF-F,CRF-F,11
3652,41893,"if mine is 39, the other two r's should sum up to 154",CRF-F,CRF-F,11
3653,41894,im still at 0 for mine at the DVC setting so i think that the ohms on circuit 1 need to be reduced so that i can get a reading,CRF-F,CRF-F,11
3654,41895,but even if you have 8.2M we should be getting a reading,CRF-F,CRF-F,11
3655,41896,is everyones wires connected in. I accidentally was not connected before so maybe that is why no readings are coming through,CRF-F,CRF-F,11
3656,41897,maybe if we have the same one it will work,CRF-F,CRF-F,11
3657,41898,going to assume we all need .83 again,CRF-F,CRF-F,11
3658,41899,E=sum of the three circuits. I believe each of the three individual IRs added together.,CRF-F,CRF-F,11
3659,41900,like i think r is our added resistances but i have no idea what e is,CRF-F,CRF-F,11
3660,41901,i think its 4,CRF-F,CRF-F,11
3661,41902,I think the middle cursiut needs to stay at 150,CRF-F,CRF-F,11
3662,41903,i think the middle should stay at 150 and the two ends move up and dow.  if that made any sense,CRF-F,CRF-F,11
3663,41904,"if we know v1, v2, and v3, we know what E =, then we can find v0. right, so then how do we find the current I?",CRF-F,CRF-F,11
3664,41905,because if you subtract the sum of ours voltages from the total (14) you get 1.15,CRF-F,CRF-F,11
3665,41906,I think that all of us,CRF-F,CRF-F,11
3666,41907,everyone should be 150,CRF-F,CRF-F,11
3667,41908,if everyone has the same goal the resistors should be the same,CRF-F,CRF-F,11
3668,41909,We've gotta some math I think,CRF-F,CRF-F,11
3669,41910,I guess miss around with the resistor until you get your volts,CRF-F,CRF-F,11
3670,41911,i think we need to combine all the boards,CRF-F,CRF-F,11
3671,41912,the sum should be 17,CRF-F,CRF-F,11
3672,41913,"i think when one of us changes the resistor, it changes the voltage for all of us",CRF-F,CRF-F,11
3673,41914,i think it's the voltage,CRF-F,CRF-F,11
